"Time (s) Run #1";"Temperature 1 (°C) Run #1";"Temperature 2 (°C) Run #1";"Temperature 3 (°C) Run #1";"Time (s) Run #2";"Temperature 1 (°C) Run #2";"Temperature 2 (°C) Run #2";"Temperature 3 (°C) Run #2";"Time (s) Run #3";"Temperature 1 (°C) Run #3";"Temperature 2 (°C) Run #3";"Temperature 3 (°C) Run #3"
1014,150;66,24;63,26;60,54;;;;;1014,150;68,08;68,91;74,14
1014,200;66,24;63,26;60,54;;;;;1014,200;68,07;68,90;74,14
1014,250;66,24;63,26;60,54;;;;;1014,250;68,08;68,90;74,14
1014,300;66,24;63,26;60,54;;;;;1014,300;68,07;68,90;74,14
1014,350;66,24;63,26;60,54;;;;;1014,350;68,07;68,90;74,14
1014,400;66,24;63,26;60,54;;;;;1014,400;68,07;68,90;74,14
1014,450;66,23;63,26;60,53;;;;;1014,450;68,07;68,90;74,14
1014,500;66,23;63,26;60,53;;;;;1014,500;68,07;68,90;74,14
1014,550;66,24;63,26;60,53;;;;;1014,550;68,07;68,90;74,14
1014,600;66,23;63,26;60,54;;;;;1014,600;68,07;68,90;74,14
1014,650;66,23;63,26;60,53;;;;;1014,650;68,07;68,90;74,14
1014,700;66,23;63,26;60,53;;;;;1014,700;68,07;68,90;74,14
1014,750;66,24;63,26;60,53;;;;;1014,750;68,07;68,90;74,14
1014,800;66,24;63,26;60,53;;;;;1014,800;68,07;68,90;74,14
1014,850;66,23;63,26;60,53;;;;;1014,850;68,07;68,90;74,14
1014,900;66,23;63,26;60,53;;;;;1014,900;68,07;68,90;74,14
1014,950;66,23;63,26;60,53;;;;;1014,950;68,07;68,90;74,14
1015,000;66,23;63,26;60,53;;;;;1015,000;68,06;68,89;74,13
1015,050;66,23;63,26;60,53;;;;;1015,050;68,07;68,90;74,14
1015,100;66,23;63,25;60,53;;;;;1015,100;68,06;68,89;74,14
1015,150;66,23;63,26;60,53;;;;;1015,150;68,06;68,89;74,14
1015,200;66,23;63,26;60,53;;;;;1015,200;68,07;68,89;74,13
1015,250;66,23;63,26;60,53;;;;;1015,250;68,06;68,89;74,13
1015,300;66,23;63,26;60,53;;;;;1015,300;68,06;68,89;74,13
1015,350;66,23;63,26;60,53;;;;;1015,350;68,06;68,89;74,13
1015,400;66,23;63,26;60,53;;;;;1015,400;68,06;68,89;74,13
1015,450;66,23;63,26;60,52;;;;;1015,450;68,06;68,89;74,13
1015,500;66,23;63,26;60,53;;;;;1015,500;68,06;68,89;74,13
1015,550;66,23;63,26;60,52;;;;;1015,550;68,06;68,89;74,13
1015,600;66,23;63,25;60,52;;;;;1015,600;68,06;68,89;74,13
1015,650;66,23;63,25;60,53;;;;;1015,650;68,06;68,89;74,13
1015,700;66,23;63,25;60,52;;;;;1015,700;68,06;68,89;74,13
1015,750;66,23;63,26;60,52;;;;;1015,750;68,06;68,88;74,13
1015,800;66,23;63,25;60,52;;;;;1015,800;68,06;68,88;74,13
1015,850;66,23;63,25;60,52;;;;;1015,850;68,06;68,89;74,13
1015,900;66,23;63,25;60,52;;;;;1015,900;68,06;68,88;74,12
1015,950;66,23;63,25;60,52;;;;;1015,950;68,06;68,89;74,13
1016,000;66,22;63,25;60,52;;;;;1016,000;68,05;68,88;74,13
1016,050;66,22;63,25;60,52;;;;;1016,050;68,05;68,88;74,12
1016,100;66,22;63,25;60,52;;;;;1016,100;68,05;68,88;74,13
1016,150;66,22;63,25;60,52;;;;;1016,150;68,05;68,88;74,12
1016,200;66,22;63,25;60,52;;;;;1016,200;68,05;68,88;74,12
1016,250;66,22;63,25;60,52;;;;;1016,250;68,05;68,88;74,12
1016,300;66,22;63,25;60,52;;;;;1016,300;68,05;68,88;74,12
1016,350;66,22;63,25;60,52;;;;;1016,350;68,05;68,88;74,12
1016,400;66,22;63,25;60,52;;;;;1016,400;68,05;68,88;74,12
1016,450;66,22;63,25;60,52;;;;;1016,450;68,05;68,88;74,12
1016,500;66,22;63,25;60,51;;;;;1016,500;68,05;68,87;74,12
1016,550;66,22;63,25;60,52;;;;;1016,550;68,05;68,88;74,12
1016,600;66,22;63,25;60,52;;;;;1016,600;68,05;68,88;74,12
1016,650;66,22;63,25;60,52;;;;;1016,650;68,04;68,87;74,12
1016,700;66,22;63,25;60,52;;;;;1016,700;68,05;68,87;74,12
1016,750;66,22;63,25;60,51;;;;;1016,750;68,04;68,87;74,12
1016,800;66,22;63,25;60,51;;;;;1016,800;68,04;68,87;74,12
1016,850;66,22;63,24;60,52;;;;;1016,850;68,05;68,87;74,12
1016,900;66,22;63,25;60,51;;;;;1016,900;68,04;68,87;74,12
1016,950;66,22;63,24;60,51;;;;;1016,950;68,04;68,87;74,12
1017,000;66,22;63,25;60,51;;;;;1017,000;68,04;68,87;74,11
1017,050;66,22;63,25;60,51;;;;;1017,050;68,04;68,87;74,12
1017,100;66,22;63,25;60,51;;;;;1017,100;68,04;68,87;74,12
1017,150;66,22;63,24;60,51;;;;;1017,150;68,04;68,87;74,11
1017,200;66,21;63,24;60,51;;;;;1017,200;68,04;68,87;74,11
1017,250;66,21;63,24;60,51;;;;;1017,250;68,04;68,87;74,11
1017,300;66,21;63,24;60,51;;;;;1017,300;68,04;68,87;74,11
1017,350;66,21;63,24;60,51;;;;;1017,350;68,04;68,87;74,11
1017,400;66,21;63,24;60,51;;;;;1017,400;68,04;68,87;74,11
1017,450;66,21;63,24;60,51;;;;;1017,450;68,04;68,86;74,11
1017,500;66,21;63,24;60,51;;;;;1017,500;68,04;68,87;74,11
1017,550;66,21;63,24;60,51;;;;;1017,550;68,04;68,87;74,11
1017,600;66,21;63,24;60,51;;;;;1017,600;68,04;68,86;74,11
1017,650;66,21;63,24;60,50;;;;;1017,650;68,04;68,87;74,11
1017,700;66,21;63,24;60,50;;;;;1017,700;68,04;68,86;74,11
1017,750;66,21;63,24;60,50;;;;;1017,750;68,03;68,86;74,10
1017,800;66,21;63,24;60,50;;;;;1017,800;68,04;68,86;74,11
1017,850;66,21;63,24;60,50;;;;;1017,850;68,04;68,86;74,11
1017,900;66,21;63,24;60,50;;;;;1017,900;68,03;68,86;74,10
1017,950;66,21;63,24;60,50;;;;;1017,950;68,03;68,86;74,10
1018,000;66,21;63,24;60,50;;;;;1018,000;68,04;68,86;74,10
1018,050;66,21;63,24;60,50;;;;;1018,050;68,03;68,85;74,10
1018,100;66,21;63,24;60,50;;;;;1018,100;68,03;68,86;74,10
1018,150;66,21;63,24;60,50;;;;;1018,150;68,03;68,86;74,10
1018,200;66,21;63,24;60,50;;;;;1018,200;68,03;68,86;74,10
1018,250;66,21;63,24;60,50;;;;;1018,250;68,03;68,86;74,10
1018,300;66,21;63,24;60,50;;;;;1018,300;68,03;68,86;74,10
1018,350;66,21;63,24;60,50;;;;;1018,350;68,03;68,86;74,10
1018,400;66,21;63,23;60,50;;;;;1018,400;68,03;68,86;74,10
1018,450;66,21;63,24;60,49;;;;;1018,450;68,03;68,85;74,10
1018,500;66,20;63,23;60,49;;;;;1018,500;68,03;68,85;74,10
1018,550;66,21;63,24;60,50;;;;;1018,550;68,03;68,85;74,10
1018,600;66,21;63,23;60,49;;;;;1018,600;68,03;68,85;74,10
1018,650;66,20;63,23;60,50;;;;;1018,650;68,02;68,85;74,10
1018,700;66,21;63,23;60,49;;;;;1018,700;68,02;68,85;74,10
1018,750;66,21;63,23;60,49;;;;;1018,750;68,03;68,85;74,10
1018,800;66,21;63,23;60,49;;;;;1018,800;68,03;68,85;74,09
1018,850;66,21;63,23;60,49;;;;;1018,850;68,02;68,85;74,10
1018,900;66,21;63,23;60,49;;;;;1018,900;68,02;68,85;74,09
1018,950;66,20;63,23;60,49;;;;;1018,950;68,03;68,85;74,09
1019,000;66,20;63,23;60,49;;;;;1019,000;68,02;68,85;74,09
1019,050;66,20;63,23;60,49;;;;;1019,050;68,03;68,85;74,09
1019,100;66,20;63,23;60,49;;;;;1019,100;68,02;68,85;74,09
1019,150;66,20;63,23;60,49;;;;;1019,150;68,02;68,84;74,09
1019,200;66,20;63,23;60,49;;;;;1019,200;68,02;68,84;74,09
1019,250;66,20;63,23;60,49;;;;;1019,250;68,02;68,84;74,09
1019,300;66,20;63,23;60,49;;;;;1019,300;68,02;68,84;74,09
1019,350;66,20;63,23;60,49;;;;;1019,350;68,02;68,85;74,09
1019,400;66,20;63,23;60,49;;;;;1019,400;68,02;68,84;74,09
1019,450;66,20;63,23;60,49;;;;;1019,450;68,02;68,84;74,09
1019,500;66,20;63,23;60,49;;;;;1019,500;68,02;68,84;74,08
1019,550;66,20;63,23;60,49;;;;;1019,550;68,02;68,84;74,09
1019,600;66,20;63,23;60,48;;;;;1019,600;68,02;68,84;74,09
1019,650;66,20;63,22;60,48;;;;;1019,650;68,02;68,84;74,09
1019,700;66,20;63,22;60,48;;;;;1019,700;68,01;68,84;74,09
1019,750;66,19;63,23;60,48;;;;;1019,750;68,02;68,83;74,08
1019,800;66,20;63,22;60,48;;;;;1019,800;68,01;68,84;74,08
1019,850;66,19;63,22;60,48;;;;;1019,850;68,01;68,84;74,09
1019,900;66,20;63,22;60,48;;;;;1019,900;68,01;68,84;74,08
1019,950;66,19;63,22;60,48;;;;;1019,950;68,01;68,84;74,08
1020,000;66,20;63,22;60,48;;;;;1020,000;68,01;68,84;74,08
1020,050;66,20;63,22;60,48;;;;;1020,050;68,01;68,84;74,08
1020,100;66,19;63,22;60,48;;;;;1020,100;68,01;68,83;74,08
1020,150;66,19;63,22;60,48;;;;;1020,150;68,01;68,83;74,08
1020,200;66,20;63,22;60,48;;;;;1020,200;68,01;68,83;74,08
1020,250;66,20;63,22;60,48;;;;;1020,250;68,01;68,83;74,08
1020,300;66,19;63,21;60,48;;;;;1020,300;68,00;68,83;74,08
1020,350;66,19;63,22;60,48;;;;;1020,350;68,00;68,83;74,08
1020,400;66,19;63,22;60,48;;;;;1020,400;68,00;68,83;74,08
1020,450;66,19;63,22;60,48;;;;;1020,450;68,01;68,83;74,08
1020,500;66,19;63,22;60,47;;;;;1020,500;68,00;68,83;74,08
1020,550;66,19;63,21;60,48;;;;;1020,550;68,00;68,83;74,08
1020,600;66,20;63,22;60,48;;;;;1020,600;68,00;68,83;74,08
1020,650;66,19;63,21;60,48;;;;;1020,650;68,00;68,83;74,08
1020,700;66,19;63,21;60,47;;;;;1020,700;68,00;68,83;74,08
1020,750;66,19;63,22;60,47;;;;;1020,750;68,00;68,82;74,08
1020,800;66,19;63,22;60,47;;;;;1020,800;68,00;68,83;74,08
1020,850;66,19;63,22;60,47;;;;;1020,850;68,00;68,82;74,08
1020,900;66,19;63,22;60,47;;;;;1020,900;68,00;68,83;74,07
1020,950;66,19;63,22;60,47;;;;;1020,950;68,00;68,83;74,07
1021,000;66,19;63,21;60,47;;;;;1021,000;67,99;68,82;74,07
1021,050;66,19;63,21;60,47;;;;;1021,050;68,00;68,82;74,08
1021,100;66,19;63,21;60,47;;;;;1021,100;68,00;68,82;74,08
1021,150;66,19;63,21;60,47;;;;;1021,150;68,00;68,82;74,07
1021,200;66,19;63,21;60,47;;;;;1021,200;68,00;68,82;74,07
1021,250;66,19;63,21;60,47;;;;;1021,250;67,99;68,82;74,07
1021,300;66,19;63,21;60,47;;;;;1021,300;67,99;68,82;74,07
1021,350;66,19;63,21;60,47;;;;;1021,350;67,99;68,82;74,07
1021,400;66,19;63,21;60,46;;;;;1021,400;67,99;68,82;74,07
1021,450;66,18;63,21;60,46;;;;;1021,450;67,99;68,82;74,07
1021,500;66,19;63,21;60,47;;;;;1021,500;67,99;68,82;74,07
1021,550;66,19;63,21;60,47;;;;;1021,550;67,99;68,81;74,07
1021,600;66,19;63,21;60,46;;;;;1021,600;67,99;68,81;74,07
1021,650;66,19;63,21;60,46;;;;;1021,650;67,99;68,81;74,07
1021,700;66,19;63,21;60,47;;;;;1021,700;67,99;68,81;74,07
1021,750;66,18;63,21;60,46;;;;;1021,750;67,99;68,82;74,07
1021,800;66,18;63,20;60,46;;;;;1021,800;67,99;68,81;74,07
1021,850;66,18;63,21;60,46;;;;;1021,850;67,99;68,81;74,07
1021,900;66,18;63,21;60,46;;;;;1021,900;67,98;68,81;74,07
1021,950;66,18;63,21;60,46;;;;;1021,950;67,99;68,81;74,07
1022,000;66,18;63,20;60,46;;;;;1022,000;67,99;68,81;74,07
1022,050;66,18;63,20;60,46;;;;;1022,050;67,98;68,81;74,07
1022,100;66,18;63,20;60,46;;;;;1022,100;67,98;68,81;74,07
1022,150;66,18;63,20;60,46;;;;;1022,150;67,98;68,81;74,07
1022,200;66,18;63,20;60,46;;;;;1022,200;67,98;68,81;74,07
1022,250;66,18;63,20;60,45;;;;;1022,250;67,98;68,81;74,07
1022,300;66,18;63,20;60,46;;;;;1022,300;67,98;68,81;74,07
1022,350;66,18;63,20;60,45;;;;;1022,350;67,98;68,81;74,07
1022,400;66,18;63,20;60,46;;;;;1022,400;67,98;68,81;74,07
1022,450;66,18;63,20;60,45;;;;;1022,450;67,98;68,81;74,07
1022,500;66,18;63,20;60,46;;;;;1022,500;67,98;68,80;74,07
1022,550;66,18;63,20;60,45;;;;;1022,550;67,98;68,80;74,07
1022,600;66,18;63,20;60,45;;;;;1022,600;67,98;68,80;74,07
1022,650;66,18;63,20;60,45;;;;;1022,650;67,98;68,80;74,07
1022,700;66,18;63,20;60,45;;;;;1022,700;67,98;68,80;74,06
1022,750;66,18;63,20;60,45;;;;;1022,750;67,97;68,80;74,07
1022,800;66,18;63,20;60,45;;;;;1022,800;67,97;68,80;74,07
1022,850;66,18;63,20;60,45;;;;;1022,850;67,97;68,80;74,06
1022,900;66,18;63,20;60,45;;;;;1022,900;67,97;68,80;74,07
1022,950;66,18;63,20;60,45;;;;;1022,950;67,97;68,80;74,07
1023,000;66,18;63,20;60,45;;;;;1023,000;67,97;68,80;74,07
1023,050;66,18;63,20;60,45;;;;;1023,050;67,97;68,80;74,06
1023,100;66,18;63,20;60,45;;;;;1023,100;67,97;68,80;74,07
1023,150;66,18;63,20;60,45;;;;;1023,150;67,97;68,80;74,06
1023,200;66,18;63,20;60,45;;;;;1023,200;67,97;68,80;74,07
1023,250;66,18;63,20;60,45;;;;;1023,250;67,97;68,80;74,07
1023,300;66,18;63,20;60,45;;;;;1023,300;67,97;68,79;74,06
1023,350;66,18;63,19;60,45;;;;;1023,350;67,97;68,80;74,06
1023,400;66,18;63,20;60,45;;;;;1023,400;67,96;68,79;74,06
1023,450;66,17;63,19;60,45;;;;;1023,450;67,96;68,79;74,07
1023,500;66,17;63,20;60,45;;;;;1023,500;67,96;68,79;74,06
1023,550;66,18;63,19;60,45;;;;;1023,550;67,96;68,79;74,07
1023,600;66,18;63,19;60,44;;;;;1023,600;67,96;68,79;74,07
1023,650;66,17;63,19;60,45;;;;;1023,650;67,96;68,79;74,06
1023,700;66,17;63,19;60,44;;;;;1023,700;67,96;68,79;74,07
1023,750;66,17;63,19;60,44;;;;;1023,750;67,96;68,79;74,07
1023,800;66,17;63,19;60,44;;;;;1023,800;67,96;68,79;74,06
1023,850;66,17;63,19;60,44;;;;;1023,850;67,96;68,79;74,06
1023,900;66,17;63,19;60,44;;;;;1023,900;67,96;68,79;74,06
1023,950;66,17;63,19;60,44;;;;;1023,950;67,96;68,79;74,06
1024,000;66,17;63,19;60,44;;;;;1024,000;67,96;68,79;74,06
1024,050;66,17;63,19;60,44;;;;;1024,050;67,96;68,79;74,07
1024,100;66,17;63,19;60,44;;;;;1024,100;67,96;68,79;74,06
1024,150;66,17;63,19;60,44;;;;;1024,150;67,96;68,78;74,07
1024,200;66,17;63,19;60,44;;;;;1024,200;67,95;68,78;74,06
1024,250;66,17;63,19;60,44;;;;;1024,250;67,95;68,78;74,06
1024,300;66,17;63,19;60,44;;;;;1024,300;67,96;68,78;74,06
1024,350;66,17;63,19;60,44;;;;;1024,350;67,95;68,78;74,06
1024,400;66,17;63,19;60,44;;;;;1024,400;67,95;68,78;74,06
1024,450;66,17;63,18;60,44;;;;;1024,450;67,95;68,78;74,06
1024,500;66,17;63,18;60,44;;;;;1024,500;67,95;68,78;74,07
1024,550;66,17;63,19;60,44;;;;;1024,550;67,95;68,78;74,07
1024,600;66,16;63,18;60,44;;;;;1024,600;67,95;68,78;74,07
1024,650;66,17;63,19;60,43;;;;;1024,650;67,95;68,78;74,07
1024,700;66,16;63,19;60,43;;;;;1024,700;67,95;68,78;74,06
1024,750;66,17;63,18;60,43;;;;;1024,750;67,95;68,78;74,06
1024,800;66,17;63,18;60,43;;;;;1024,800;67,95;68,78;74,07
1024,850;66,17;63,18;60,43;;;;;1024,850;67,95;68,78;74,06
1024,900;66,16;63,18;60,43;;;;;1024,900;67,95;68,78;74,07
1024,950;66,17;63,18;60,43;;;;;1024,950;67,95;68,78;74,06
1025,000;66,17;63,18;60,43;;;;;1025,000;67,95;68,78;74,07
1025,050;66,17;63,18;60,43;;;;;1025,050;67,95;68,78;74,07
1025,100;66,16;63,18;60,43;;;;;1025,100;67,95;68,78;74,06
1025,150;66,16;63,18;60,43;;;;;1025,150;67,94;68,77;74,06
1025,200;66,16;63,18;60,43;;;;;1025,200;67,95;68,78;74,06
1025,250;66,16;63,18;60,43;;;;;1025,250;67,94;68,78;74,06
1025,300;66,16;63,18;60,43;;;;;1025,300;67,94;68,78;74,07
1025,350;66,16;63,18;60,43;;;;;1025,350;67,94;68,77;74,07
1025,400;66,16;63,18;60,43;;;;;1025,400;67,94;68,77;74,06
1025,450;66,16;63,18;60,43;;;;;1025,450;67,94;68,77;74,06
1025,500;66,16;63,18;60,43;;;;;1025,500;67,94;68,77;74,06
1025,550;66,16;63,18;60,43;;;;;1025,550;67,94;68,77;74,06
1025,600;66,16;63,18;60,43;;;;;1025,600;67,94;68,77;74,06
1025,650;66,16;63,18;60,43;;;;;1025,650;67,94;68,77;74,06
1025,700;66,16;63,17;60,43;;;;;1025,700;67,94;68,77;74,06
1025,750;66,16;63,18;60,43;;;;;1025,750;67,94;68,77;74,07
1025,800;66,16;63,18;60,42;;;;;1025,800;67,93;68,77;74,06
1025,850;66,16;63,17;60,43;;;;;1025,850;67,93;68,77;74,06
1025,900;66,16;63,17;60,43;;;;;1025,900;67,93;68,77;74,06
1025,950;66,16;63,17;60,43;;;;;1025,950;67,94;68,76;74,06
1026,000;66,16;63,17;60,42;;;;;1026,000;67,94;68,77;74,06
1026,050;66,16;63,17;60,43;;;;;1026,050;67,93;68,76;74,06
1026,100;66,16;63,17;60,42;;;;;1026,100;67,93;68,77;74,06
1026,150;66,16;63,17;60,43;;;;;1026,150;67,93;68,77;74,06
1026,200;66,16;63,17;60,42;;;;;1026,200;67,93;68,76;74,06
1026,250;66,16;63,17;60,42;;;;;1026,250;67,93;68,76;74,06
1026,300;66,16;63,17;60,42;;;;;1026,300;67,93;68,76;74,06
1026,350;66,16;63,17;60,42;;;;;1026,350;67,93;68,76;74,06
1026,400;66,15;63,17;60,42;;;;;1026,400;67,93;68,76;74,06
1026,450;66,16;63,17;60,42;;;;;1026,450;67,93;68,76;74,06
1026,500;66,16;63,17;60,42;;;;;1026,500;67,93;68,76;74,06
1026,550;66,15;63,17;60,42;;;;;1026,550;67,93;68,76;74,06
1026,600;66,15;63,17;60,42;;;;;1026,600;67,93;68,76;74,06
1026,650;66,16;63,17;60,42;;;;;1026,650;67,92;68,76;74,06
1026,700;66,15;63,17;60,41;;;;;1026,700;67,92;68,76;74,06
1026,750;66,15;63,17;60,42;;;;;1026,750;67,92;68,76;74,06
1026,800;66,15;63,17;60,42;;;;;1026,800;67,92;68,76;74,06
1026,850;66,15;63,17;60,42;;;;;1026,850;67,92;68,76;74,06
1026,900;66,15;63,17;60,42;;;;;1026,900;67,92;68,76;74,06
1026,950;66,15;63,17;60,41;;;;;1026,950;67,92;68,76;74,06
1027,000;66,15;63,17;60,42;;;;;1027,000;67,92;68,75;74,05
1027,050;66,15;63,16;60,41;;;;;1027,050;67,92;68,76;74,06
1027,100;66,15;63,17;60,41;;;;;1027,100;67,92;68,75;74,06
1027,150;66,15;63,16;60,41;;;;;1027,150;67,92;68,75;74,06
1027,200;66,15;63,16;60,41;;;;;1027,200;67,92;68,75;74,06
1027,250;66,15;63,17;60,41;;;;;1027,250;67,92;68,75;74,05
1027,300;66,15;63,16;60,41;;;;;1027,300;67,92;68,75;74,05
1027,350;66,15;63,16;60,41;;;;;1027,350;67,92;68,75;74,05
1027,400;66,15;63,16;60,41;;;;;1027,400;67,92;68,75;74,05
1027,450;66,15;63,16;60,41;;;;;1027,450;67,92;68,75;74,05
1027,500;66,15;63,16;60,41;;;;;1027,500;67,91;68,75;74,05
1027,550;66,15;63,16;60,41;;;;;1027,550;67,92;68,75;74,05
1027,600;66,15;63,16;60,41;;;;;1027,600;67,91;68,75;74,05
1027,650;66,15;63,16;60,41;;;;;1027,650;67,91;68,75;74,05
1027,700;66,15;63,16;60,41;;;;;1027,700;67,91;68,75;74,05
1027,750;66,14;63,16;60,41;;;;;1027,750;67,91;68,75;74,05
1027,800;66,15;63,16;60,41;;;;;1027,800;67,91;68,74;74,05
1027,850;66,15;63,16;60,41;;;;;1027,850;67,91;68,75;74,05
1027,900;66,15;63,16;60,41;;;;;1027,900;67,91;68,74;74,05
1027,950;66,15;63,16;60,41;;;;;1027,950;67,91;68,75;74,05
1028,000;66,15;63,16;60,41;;;;;1028,000;67,91;68,74;74,05
1028,050;66,14;63,16;60,40;;;;;1028,050;67,91;68,74;74,05
1028,100;66,14;63,16;60,41;;;;;1028,100;67,91;68,74;74,05
1028,150;66,14;63,16;60,40;;;;;1028,150;67,91;68,74;74,05
1028,200;66,14;63,16;60,41;;;;;1028,200;67,91;68,74;74,05
1028,250;66,14;63,16;60,41;;;;;1028,250;67,91;68,74;74,05
1028,300;66,15;63,15;60,41;;;;;1028,300;67,91;68,74;74,04
1028,350;66,14;63,16;60,41;;;;;1028,350;67,91;68,74;74,04
1028,400;66,14;63,15;60,40;;;;;1028,400;67,91;68,74;74,04
1028,450;66,14;63,15;60,40;;;;;1028,450;67,91;68,74;74,05
1028,500;66,14;63,15;60,40;;;;;1028,500;67,91;68,74;74,05
1028,550;66,14;63,15;60,40;;;;;1028,550;67,91;68,74;74,04
1028,600;66,15;63,15;60,40;;;;;1028,600;67,91;68,74;74,04
1028,650;66,14;63,15;60,41;;;;;1028,650;67,91;68,74;74,04
1028,700;66,14;63,15;60,40;;;;;1028,700;67,90;68,74;74,04
1028,750;66,14;63,15;60,40;;;;;1028,750;67,91;68,74;74,04
1028,800;66,14;63,15;60,40;;;;;1028,800;67,90;68,74;74,04
1028,850;66,14;63,15;60,40;;;;;1028,850;67,90;68,74;74,04
1028,900;66,14;63,15;60,40;;;;;1028,900;67,90;68,73;74,04
1028,950;66,14;63,15;60,40;;;;;1028,950;67,90;68,73;74,04
1029,000;66,14;63,14;60,40;;;;;1029,000;67,90;68,73;74,04
1029,050;66,14;63,15;60,40;;;;;1029,050;67,90;68,73;74,03
1029,100;66,14;63,15;60,40;;;;;1029,100;67,90;68,73;74,04
1029,150;66,14;63,15;60,40;;;;;1029,150;67,90;68,73;74,04
1029,200;66,14;63,14;60,40;;;;;1029,200;67,90;68,73;74,03
1029,250;66,14;63,14;60,40;;;;;1029,250;67,90;68,73;74,03
1029,300;66,14;63,14;60,39;;;;;1029,300;67,90;68,73;74,03
1029,350;66,13;63,14;60,39;;;;;1029,350;67,90;68,73;74,03
1029,400;66,14;63,14;60,40;;;;;1029,400;67,90;68,73;74,03
1029,450;66,14;63,14;60,40;;;;;1029,450;67,90;68,73;74,03
1029,500;66,14;63,13;60,40;;;;;1029,500;67,90;68,73;74,03
1029,550;66,14;63,13;60,40;;;;;1029,550;67,90;68,72;74,03
1029,600;66,14;63,13;60,39;;;;;1029,600;67,90;68,73;74,03
1029,650;66,14;63,13;60,39;;;;;1029,650;67,89;68,73;74,03
1029,700;66,13;63,12;60,39;;;;;1029,700;67,90;68,72;74,03
1029,750;66,14;63,12;60,40;;;;;1029,750;67,90;68,72;74,03
1029,800;66,14;63,12;60,39;;;;;1029,800;67,89;68,72;74,03
1029,850;66,13;63,11;60,39;;;;;1029,850;67,89;68,72;74,02
1029,900;66,13;63,11;60,39;;;;;1029,900;67,89;68,72;74,02
1029,950;66,13;63,11;60,39;;;;;1029,950;67,89;68,72;74,02
1030,000;66,13;63,10;60,39;;;;;1030,000;67,89;68,72;74,02
1030,050;66,14;63,10;60,39;;;;;1030,050;67,89;68,72;74,02
1030,100;66,13;63,09;60,39;;;;;1030,100;67,89;68,72;74,02
1030,150;66,13;63,10;60,39;;;;;1030,150;67,89;68,72;74,02
1030,200;66,14;63,09;60,39;;;;;1030,200;67,89;68,72;74,02
1030,250;66,13;63,09;60,39;;;;;1030,250;67,89;68,71;74,02
1030,300;66,13;63,08;60,39;;;;;1030,300;67,89;68,71;74,02
1030,350;66,13;63,08;60,39;;;;;1030,350;67,89;68,72;74,02
1030,400;66,13;63,08;60,39;;;;;1030,400;67,89;68,71;74,02
1030,450;66,13;63,08;60,39;;;;;1030,450;67,89;68,71;74,02
1030,500;66,13;63,07;60,39;;;;;1030,500;67,88;68,71;74,02
1030,550;66,13;63,07;60,38;;;;;1030,550;67,88;68,71;74,02
1030,600;66,13;63,07;60,38;;;;;1030,600;67,88;68,71;74,01
1030,650;66,13;63,07;60,38;;;;;1030,650;67,89;68,71;74,01
1030,700;66,13;63,07;60,38;;;;;1030,700;67,88;68,71;74,01
1030,750;66,13;63,06;60,38;;;;;1030,750;67,88;68,71;74,01
1030,800;66,13;63,06;60,38;;;;;1030,800;67,88;68,71;74,01
1030,850;66,13;63,06;60,38;;;;;1030,850;67,88;68,71;74,01
1030,900;66,13;63,05;60,38;;;;;1030,900;67,88;68,71;74,01
1030,950;66,13;63,06;60,38;;;;;1030,950;67,88;68,71;74,01
1031,000;66,13;63,05;60,38;;;;;1031,000;67,88;68,71;74,01
1031,050;66,13;63,05;60,38;;;;;1031,050;67,88;68,71;74,00
1031,100;66,13;63,05;60,38;;;;;1031,100;67,88;68,70;74,00
1031,150;66,13;63,05;60,38;;;;;1031,150;67,88;68,71;74,00
1031,200;66,13;63,04;60,38;;;;;1031,200;67,88;68,71;74,00
1031,250;66,12;63,04;60,38;;;;;1031,250;67,88;68,71;74,00
1031,300;66,13;63,04;60,38;;;;;1031,300;67,88;68,70;74,00
1031,350;66,13;63,04;60,38;;;;;1031,350;67,87;68,70;74,00
1031,400;66,12;63,03;60,38;;;;;1031,400;67,88;68,71;74,00
1031,450;66,13;63,03;60,37;;;;;1031,450;67,88;68,70;74,00
1031,500;66,13;63,03;60,38;;;;;1031,500;67,88;68,70;74,00
1031,550;66,13;63,03;60,38;;;;;1031,550;67,87;68,70;74,00
1031,600;66,13;63,03;60,38;;;;;1031,600;67,87;68,70;74,00
1031,650;66,13;63,03;60,38;;;;;1031,650;67,87;68,70;74,00
1031,700;66,12;63,03;60,37;;;;;1031,700;67,87;68,70;73,99
1031,750;66,12;63,02;60,37;;;;;1031,750;67,87;68,70;73,99
1031,800;66,13;63,03;60,38;;;;;1031,800;67,87;68,70;73,99
1031,850;66,12;63,02;60,37;;;;;1031,850;67,87;68,69;73,99
1031,900;66,12;63,02;60,37;;;;;1031,900;67,87;68,69;73,99
1031,950;66,12;63,02;60,37;;;;;1031,950;67,87;68,70;73,99
1032,000;66,12;63,02;60,37;;;;;1032,000;67,87;68,69;73,99
1032,050;66,12;63,02;60,37;;;;;1032,050;67,87;68,70;73,99
1032,100;66,12;63,02;60,37;;;;;1032,100;67,87;68,69;73,99
1032,150;66,12;63,02;60,37;;;;;1032,150;67,87;68,69;73,99
1032,200;66,12;63,01;60,37;;;;;1032,200;67,87;68,69;73,99
1032,250;66,12;63,02;60,37;;;;;1032,250;67,87;68,69;73,99
