"Time (s) Run #1";"Temperature 1 (°C) Run #1";"Temperature 2 (°C) Run #1";"Temperature 3 (°C) Run #1";"Time (s) Run #2";"Temperature 1 (°C) Run #2";"Temperature 2 (°C) Run #2";"Temperature 3 (°C) Run #2";"Time (s) Run #3";"Temperature 1 (°C) Run #3";"Temperature 2 (°C) Run #3";"Temperature 3 (°C) Run #3"
142,500;72,98;73,27;72,16;142,500;55,69;55,67;55,48;142,500;82,25;82,48;83,03
142,550;72,98;73,27;72,16;142,550;55,69;55,68;55,48;142,550;82,25;82,48;83,03
142,600;72,98;73,27;72,16;142,600;55,69;55,68;55,48;142,600;82,25;82,48;83,03
142,650;72,98;73,27;72,15;142,650;55,69;55,68;55,48;142,650;82,25;82,47;83,03
142,700;72,98;73,27;72,15;142,700;55,69;55,68;55,48;142,700;82,25;82,47;83,03
142,750;72,98;73,27;72,16;142,750;55,69;55,68;55,48;142,750;82,24;82,47;83,03
142,800;72,98;73,27;72,15;142,800;55,69;55,68;55,48;142,800;82,25;82,47;83,03
142,850;72,98;73,26;72,15;142,850;55,69;55,68;55,48;142,850;82,25;82,47;83,03
142,900;72,98;73,26;72,15;142,900;55,69;55,68;55,48;142,900;82,24;82,47;83,03
142,950;72,98;73,27;72,15;142,950;55,69;55,68;55,48;142,950;82,24;82,47;83,03
143,000;72,98;73,27;72,15;143,000;55,69;55,68;55,48;143,000;82,24;82,47;83,03
143,050;72,98;73,26;72,15;143,050;55,69;55,68;55,48;143,050;82,24;82,47;83,03
143,100;72,98;73,26;72,15;143,100;55,69;55,68;55,48;143,100;82,24;82,47;83,03
143,150;72,98;73,26;72,15;143,150;55,69;55,68;55,48;143,150;82,24;82,46;83,03
143,200;72,98;73,26;72,15;143,200;55,69;55,68;55,48;143,200;82,24;82,46;83,03
143,250;72,98;73,26;72,15;143,250;55,69;55,68;55,48;143,250;82,24;82,46;83,03
143,300;72,98;73,26;72,14;143,300;55,69;55,68;55,48;143,300;82,23;82,46;83,03
143,350;72,97;73,26;72,15;143,350;55,69;55,68;55,48;143,350;82,24;82,46;83,03
143,400;72,97;73,26;72,14;143,400;55,69;55,68;55,48;143,400;82,23;82,46;83,02
143,450;72,97;73,26;72,14;143,450;55,69;55,68;55,48;143,450;82,23;82,46;83,02
143,500;72,98;73,26;72,14;143,500;55,69;55,68;55,48;143,500;82,24;82,46;83,02
143,550;72,97;73,26;72,14;143,550;55,69;55,68;55,48;143,550;82,23;82,46;83,02
143,600;72,97;73,26;72,15;143,600;55,69;55,68;55,48;143,600;82,23;82,46;83,02
143,650;72,97;73,26;72,14;143,650;55,69;55,68;55,48;143,650;82,23;82,45;83,03
143,700;72,97;73,26;72,14;143,700;55,69;55,68;55,48;143,700;82,23;82,45;83,02
143,750;72,97;73,25;72,14;143,750;55,69;55,68;55,48;143,750;82,23;82,45;83,03
143,800;72,97;73,25;72,14;143,800;55,68;55,68;55,48;143,800;82,23;82,45;83,02
143,850;72,97;73,25;72,14;143,850;55,69;55,68;55,47;143,850;82,23;82,45;83,03
143,900;72,97;73,25;72,14;143,900;55,69;55,68;55,48;143,900;82,23;82,45;83,02
143,950;72,97;73,25;72,14;143,950;55,69;55,68;55,48;143,950;82,22;82,45;83,02
144,000;72,97;73,25;72,14;144,000;55,68;55,68;55,48;144,000;82,22;82,45;83,02
144,050;72,97;73,25;72,13;144,050;55,68;55,68;55,48;144,050;82,22;82,45;83,02
144,100;72,97;73,25;72,13;144,100;55,68;55,68;55,47;144,100;82,22;82,44;83,02
144,150;72,97;73,25;72,13;144,150;55,68;55,68;55,48;144,150;82,22;82,44;83,02
144,200;72,97;73,25;72,13;144,200;55,68;55,68;55,48;144,200;82,22;82,44;83,02
144,250;72,97;73,25;72,13;144,250;55,68;55,68;55,48;144,250;82,22;82,44;83,02
144,300;72,96;73,25;72,13;144,300;55,69;55,68;55,48;144,300;82,22;82,44;83,02
144,350;72,97;73,25;72,13;144,350;55,69;55,68;55,48;144,350;82,22;82,44;83,02
144,400;72,96;73,25;72,13;144,400;55,69;55,68;55,48;144,400;82,22;82,44;83,02
144,450;72,97;73,25;72,13;144,450;55,68;55,68;55,48;144,450;82,22;82,44;83,02
144,500;72,96;73,25;72,13;144,500;55,69;55,68;55,47;144,500;82,22;82,44;83,02
144,550;72,96;73,25;72,13;144,550;55,68;55,68;55,48;144,550;82,22;82,44;83,02
144,600;72,96;73,25;72,12;144,600;55,68;55,68;55,48;144,600;82,21;82,44;83,02
144,650;72,96;73,25;72,12;144,650;55,68;55,68;55,48;144,650;82,21;82,44;83,02
144,700;72,96;73,24;72,12;144,700;55,69;55,68;55,48;144,700;82,21;82,43;83,02
144,750;72,96;73,25;72,12;144,750;55,69;55,68;55,48;144,750;82,21;82,43;83,02
144,800;72,96;73,24;72,12;144,800;55,68;55,68;55,47;144,800;82,21;82,43;83,02
144,850;72,96;73,25;72,12;144,850;55,68;55,68;55,47;144,850;82,21;82,43;83,01
144,900;72,96;73,24;72,12;144,900;55,68;55,68;55,48;144,900;82,20;82,43;83,01
144,950;72,96;73,24;72,12;144,950;55,68;55,68;55,48;144,950;82,20;82,43;83,01
145,000;72,96;73,24;72,12;145,000;55,68;55,68;55,48;145,000;82,20;82,43;83,01
145,050;72,95;73,24;72,12;145,050;55,68;55,68;55,47;145,050;82,20;82,43;83,02
145,100;72,96;73,25;72,12;145,100;55,68;55,68;55,47;145,100;82,20;82,43;83,01
145,150;72,96;73,24;72,12;145,150;55,68;55,68;55,47;145,150;82,20;82,42;83,01
145,200;72,96;73,24;72,12;145,200;55,68;55,68;55,48;145,200;82,19;82,42;83,01
145,250;72,96;73,24;72,12;145,250;55,68;55,68;55,47;145,250;82,19;82,42;83,01
145,300;72,96;73,24;72,11;145,300;55,68;55,68;55,47;145,300;82,19;82,42;83,01
145,350;72,95;73,24;72,11;145,350;55,68;55,68;55,48;145,350;82,19;82,42;83,01
145,400;72,95;73,24;72,11;145,400;55,68;55,68;55,47;145,400;82,19;82,42;83,01
145,450;72,95;73,24;72,11;145,450;55,69;55,68;55,47;145,450;82,19;82,42;83,01
145,500;72,95;73,24;72,11;145,500;55,68;55,68;55,47;145,500;82,19;82,41;83,01
145,550;72,95;73,24;72,11;145,550;55,68;55,68;55,47;145,550;82,18;82,42;83,01
145,600;72,95;73,24;72,11;145,600;55,68;55,68;55,48;145,600;82,18;82,42;83,01
145,650;72,95;73,24;72,11;145,650;55,68;55,68;55,47;145,650;82,18;82,41;83,01
145,700;72,95;73,24;72,11;145,700;55,68;55,68;55,47;145,700;82,18;82,41;83,01
145,750;72,95;73,24;72,10;145,750;55,68;55,68;55,48;145,750;82,18;82,41;83,01
145,800;72,95;73,24;72,11;145,800;55,68;55,68;55,47;145,800;82,18;82,41;83,01
145,850;72,95;73,24;72,10;145,850;55,68;55,68;55,48;145,850;82,17;82,41;83,01
145,900;72,95;73,24;72,10;145,900;55,68;55,68;55,47;145,900;82,17;82,41;83,01
145,950;72,94;73,24;72,10;145,950;55,69;55,69;55,48;145,950;82,17;82,41;83,01
146,000;72,95;73,24;72,10;146,000;55,68;55,68;55,47;146,000;82,17;82,40;83,01
146,050;72,95;73,24;72,10;146,050;55,68;55,68;55,47;146,050;82,17;82,41;83,01
146,100;72,95;73,24;72,10;146,100;55,68;55,69;55,47;146,100;82,17;82,41;83,01
146,150;72,94;73,24;72,10;146,150;55,68;55,68;55,48;146,150;82,17;82,40;83,01
146,200;72,94;73,23;72,10;146,200;55,68;55,68;55,47;146,200;82,17;82,41;83,00
146,250;72,94;73,24;72,10;146,250;55,68;55,68;55,48;146,250;82,16;82,40;83,01
146,300;72,94;73,24;72,10;146,300;55,68;55,69;55,48;146,300;82,16;82,40;83,01
146,350;72,94;73,24;72,10;146,350;55,68;55,68;55,48;146,350;82,16;82,40;83,01
146,400;72,94;73,23;72,10;146,400;55,68;55,68;55,47;146,400;82,16;82,40;83,01
146,450;72,94;73,24;72,09;146,450;55,68;55,69;55,48;146,450;82,16;82,40;83,00
146,500;72,94;73,24;72,09;146,500;55,68;55,68;55,48;146,500;82,15;82,40;83,00
146,550;72,94;73,23;72,09;146,550;55,68;55,68;55,48;146,550;82,15;82,40;83,01
146,600;72,94;73,23;72,09;146,600;55,68;55,68;55,48;146,600;82,15;82,39;83,00
146,650;72,94;73,23;72,09;146,650;55,68;55,68;55,48;146,650;82,15;82,39;83,01
146,700;72,94;73,23;72,09;146,700;55,68;55,68;55,48;146,700;82,15;82,39;83,00
146,750;72,94;73,23;72,09;146,750;55,68;55,68;55,48;146,750;82,15;82,39;83,00
146,800;72,94;73,23;72,09;146,800;55,68;55,68;55,49;146,800;82,14;82,39;83,01
146,850;72,93;73,23;72,09;146,850;55,68;55,68;55,48;146,850;82,14;82,39;83,00
146,900;72,94;73,23;72,08;146,900;55,68;55,68;55,49;146,900;82,14;82,39;83,01
146,950;72,93;73,23;72,08;146,950;55,68;55,68;55,49;146,950;82,14;82,39;83,00
147,000;72,93;73,23;72,08;147,000;55,68;55,68;55,50;147,000;82,13;82,39;83,00
147,050;72,93;73,23;72,08;147,050;55,68;55,68;55,50;147,050;82,13;82,39;83,00
147,100;72,93;73,23;72,08;147,100;55,68;55,68;55,50;147,100;82,13;82,38;83,01
147,150;72,93;73,23;72,08;147,150;55,68;55,68;55,50;147,150;82,13;82,39;83,00
147,200;72,93;73,23;72,08;147,200;55,68;55,68;55,51;147,200;82,13;82,39;83,00
147,250;72,93;73,23;72,08;147,250;55,68;55,68;55,51;147,250;82,12;82,38;83,01
147,300;72,93;73,23;72,08;147,300;55,68;55,68;55,51;147,300;82,13;82,38;83,00
147,350;72,93;73,22;72,08;147,350;55,67;55,68;55,51;147,350;82,12;82,38;83,00
147,400;72,93;73,23;72,08;147,400;55,68;55,68;55,52;147,400;82,12;82,38;83,00
147,450;72,93;73,23;72,08;147,450;55,68;55,68;55,52;147,450;82,12;82,38;83,00
147,500;72,93;73,23;72,08;147,500;55,67;55,68;55,53;147,500;82,12;82,38;83,00
147,550;72,93;73,22;72,07;147,550;55,67;55,68;55,53;147,550;82,12;82,38;83,00
147,600;72,92;73,23;72,07;147,600;55,67;55,68;55,53;147,600;82,11;82,38;83,00
147,650;72,93;73,23;72,07;147,650;55,67;55,68;55,53;147,650;82,11;82,37;83,00
147,700;72,92;73,23;72,07;147,700;55,68;55,68;55,54;147,700;82,11;82,37;83,00
147,750;72,93;73,23;72,07;147,750;55,67;55,68;55,54;147,750;82,11;82,37;83,00
147,800;72,92;73,22;72,07;147,800;55,68;55,68;55,55;147,800;82,11;82,37;83,00
147,850;72,92;73,22;72,06;147,850;55,67;55,68;55,55;147,850;82,11;82,37;83,00
147,900;72,92;73,22;72,06;147,900;55,67;55,68;55,56;147,900;82,11;82,37;83,00
147,950;72,92;73,22;72,06;147,950;55,67;55,68;55,56;147,950;82,10;82,37;83,00
148,000;72,92;73,22;72,07;148,000;55,67;55,68;55,56;148,000;82,10;82,36;83,00
148,050;72,92;73,22;72,06;148,050;55,67;55,68;55,56;148,050;82,10;82,36;83,00
148,100;72,92;73,22;72,06;148,100;55,67;55,68;55,57;148,100;82,10;82,36;83,00
148,150;72,92;73,22;72,06;148,150;55,67;55,68;55,57;148,150;82,10;82,36;83,00
148,200;72,92;73,22;72,06;148,200;55,67;55,68;55,58;148,200;82,09;82,36;83,00
148,250;72,92;73,22;72,06;148,250;55,67;55,68;55,58;148,250;82,09;82,36;83,00
148,300;72,92;73,22;72,06;148,300;55,67;55,68;55,58;148,300;82,09;82,36;83,00
148,350;72,92;73,22;72,06;148,350;55,67;55,68;55,59;148,350;82,09;82,36;83,00
148,400;72,91;73,22;72,06;148,400;55,67;55,68;55,59;148,400;82,09;82,36;83,00
148,450;72,91;73,22;72,06;148,450;55,67;55,68;55,59;148,450;82,09;82,36;83,00
148,500;72,91;73,21;72,05;148,500;55,67;55,68;55,60;148,500;82,09;82,36;83,00
148,550;72,91;73,21;72,05;148,550;55,67;55,68;55,60;148,550;82,08;82,36;82,99
148,600;72,91;73,21;72,05;148,600;55,67;55,68;55,60;148,600;82,08;82,36;83,00
148,650;72,91;73,21;72,05;148,650;55,67;55,68;55,60;148,650;82,08;82,35;83,00
148,700;72,91;73,22;72,05;148,700;55,67;55,68;55,61;148,700;82,08;82,35;83,00
148,750;72,91;73,22;72,05;148,750;55,67;55,68;55,61;148,750;82,08;82,35;83,00
148,800;72,91;73,21;72,04;148,800;55,67;55,68;55,62;148,800;82,08;82,35;83,00
148,850;72,90;73,21;72,05;148,850;55,67;55,68;55,62;148,850;82,08;82,35;83,00
148,900;72,90;73,21;72,05;148,900;55,67;55,68;55,62;148,900;82,07;82,35;83,00
148,950;72,90;73,21;72,05;148,950;55,67;55,68;55,62;148,950;82,07;82,34;83,00
149,000;72,91;73,21;72,04;149,000;55,67;55,68;55,63;149,000;82,07;82,34;83,00
149,050;72,91;73,21;72,04;149,050;55,67;55,68;55,63;149,050;82,07;82,34;83,00
149,100;72,90;73,21;72,04;149,100;55,67;55,68;55,63;149,100;82,07;82,34;82,99
149,150;72,90;73,21;72,04;149,150;55,67;55,68;55,64;149,150;82,07;82,34;82,99
149,200;72,90;73,21;72,04;149,200;55,67;55,68;55,64;149,200;82,07;82,34;83,00
149,250;72,90;73,21;72,04;149,250;55,67;55,68;55,64;149,250;82,06;82,34;83,00
149,300;72,90;73,21;72,04;149,300;55,67;55,68;55,64;149,300;82,06;82,34;82,99
149,350;72,90;73,21;72,04;149,350;55,67;55,68;55,65;149,350;82,06;82,34;82,99
149,400;72,90;73,21;72,04;149,400;55,67;55,68;55,65;149,400;82,06;82,34;82,99
149,450;72,90;73,21;72,04;149,450;55,67;55,68;55,65;149,450;82,06;82,33;82,99
149,500;72,90;73,21;72,03;149,500;55,67;55,68;55,66;149,500;82,06;82,33;82,99
149,550;72,89;73,21;72,04;149,550;55,68;55,68;55,66;149,550;82,06;82,33;82,99
149,600;72,90;73,20;72,04;149,600;55,67;55,68;55,66;149,600;82,06;82,33;82,99
149,650;72,90;73,20;72,03;149,650;55,67;55,68;55,66;149,650;82,06;82,33;82,99
149,700;72,89;73,21;72,03;149,700;55,68;55,68;55,67;149,700;82,05;82,33;82,99
149,750;72,89;73,20;72,03;149,750;55,67;55,68;55,67;149,750;82,05;82,33;82,99
149,800;72,90;73,20;72,03;149,800;55,68;55,68;55,67;149,800;82,05;82,32;82,99
149,850;72,89;73,20;72,03;149,850;55,68;55,68;55,67;149,850;82,05;82,33;82,99
149,900;72,89;73,20;72,03;149,900;55,68;55,68;55,67;149,900;82,05;82,32;82,99
149,950;72,89;73,20;72,03;149,950;55,68;55,68;55,67;149,950;82,05;82,32;82,99
150,000;72,89;73,20;72,03;150,000;55,68;55,68;55,68;150,000;82,05;82,32;82,99
150,050;72,89;73,20;72,02;150,050;55,67;55,68;55,68;150,050;82,05;82,32;82,99
150,100;72,89;73,20;72,02;150,100;55,68;55,68;55,68;150,100;82,05;82,32;82,99
150,150;72,89;73,20;72,02;150,150;55,68;55,68;55,68;150,150;82,04;82,32;82,99
150,200;72,89;73,19;72,02;150,200;55,68;55,68;55,68;150,200;82,05;82,32;82,99
150,250;72,89;73,20;72,02;150,250;55,68;55,68;55,68;150,250;82,05;82,31;82,98
150,300;72,89;73,19;72,02;150,300;55,68;55,68;55,69;150,300;82,04;82,31;82,98
150,350;72,89;73,20;72,02;150,350;55,68;55,68;55,69;150,350;82,04;82,31;82,98
150,400;72,89;73,19;72,02;150,400;55,68;55,68;55,69;150,400;82,04;82,31;82,99
150,450;72,89;73,19;72,02;150,450;55,68;55,68;55,69;150,450;82,04;82,31;82,98
150,500;72,89;73,19;72,02;150,500;55,68;55,68;55,69;150,500;82,04;82,31;82,99
150,550;72,88;73,19;72,02;150,550;55,68;55,68;55,69;150,550;82,04;82,31;82,98
150,600;72,88;73,19;72,02;150,600;55,68;55,68;55,69;150,600;82,04;82,31;82,98
150,650;72,88;73,19;72,02;150,650;55,68;55,69;55,69;150,650;82,04;82,30;82,98
150,700;72,88;73,19;72,01;150,700;55,68;55,68;55,70;150,700;82,03;82,30;82,98
150,750;72,88;73,19;72,01;150,750;55,68;55,68;55,70;150,750;82,04;82,30;82,98
150,800;72,88;73,19;72,01;150,800;55,68;55,68;55,70;150,800;82,04;82,30;82,98
150,850;72,88;73,19;72,01;150,850;55,69;55,68;55,70;150,850;82,03;82,30;82,98
150,900;72,88;73,19;72,01;150,900;55,68;55,69;55,70;150,900;82,03;82,30;82,98
150,950;72,88;73,19;72,01;150,950;55,69;55,69;55,70;150,950;82,03;82,30;82,98
151,000;72,88;73,19;72,01;151,000;55,69;55,68;55,70;151,000;82,03;82,30;82,98
151,050;72,88;73,19;72,01;151,050;55,69;55,68;55,71;151,050;82,03;82,29;82,98
151,100;72,88;73,19;72,01;151,100;55,69;55,69;55,71;151,100;82,03;82,29;82,98
151,150;72,88;73,18;72,01;151,150;55,69;55,68;55,71;151,150;82,03;82,29;82,98
151,200;72,88;73,18;72,01;151,200;55,69;55,68;55,71;151,200;82,03;82,29;82,98
151,250;72,88;73,18;72,01;151,250;55,69;55,69;55,71;151,250;82,02;82,29;82,97
151,300;72,88;73,18;72,00;151,300;55,69;55,68;55,71;151,300;82,02;82,29;82,98
151,350;72,88;73,18;72,00;151,350;55,69;55,68;55,71;151,350;82,02;82,29;82,97
151,400;72,88;73,18;72,00;151,400;55,69;55,69;55,72;151,400;82,02;82,29;82,97
151,450;72,87;73,18;72,00;151,450;55,69;55,68;55,72;151,450;82,02;82,28;82,97
151,500;72,88;73,18;72,01;151,500;55,69;55,69;55,72;151,500;82,02;82,28;82,97
151,550;72,87;73,18;72,00;151,550;55,69;55,68;55,72;151,550;82,02;82,28;82,97
151,600;72,87;73,18;72,00;151,600;55,69;55,69;55,72;151,600;82,02;82,28;82,97
151,650;72,87;73,17;72,00;151,650;55,69;55,68;55,72;151,650;82,01;82,28;82,97
151,700;72,87;73,17;72,00;151,700;55,69;55,69;55,72;151,700;82,02;82,28;82,97
151,750;72,87;73,18;72,00;151,750;55,69;55,69;55,72;151,750;82,01;82,28;82,97
151,800;72,87;73,17;72,00;151,800;55,69;55,69;55,72;151,800;82,01;82,28;82,97
151,850;72,87;73,17;72,00;151,850;55,70;55,69;55,72;151,850;82,01;82,28;82,97
151,900;72,87;73,17;72,00;151,900;55,69;55,69;55,72;151,900;82,01;82,28;82,97
151,950;72,87;73,17;71,99;151,950;55,70;55,69;55,72;151,950;82,01;82,27;82,96
152,000;72,87;73,17;71,99;152,000;55,70;55,69;55,72;152,000;82,01;82,27;82,96
152,050;72,87;73,17;71,99;152,050;55,70;55,69;55,73;152,050;82,01;82,27;82,96
152,100;72,87;73,17;72,00;152,100;55,70;55,69;55,73;152,100;82,01;82,27;82,96
152,150;72,87;73,17;71,99;152,150;55,70;55,69;55,72;152,150;82,01;82,27;82,96
152,200;72,87;73,17;71,99;152,200;55,70;55,69;55,72;152,200;82,01;82,26;82,96
152,250;72,87;73,17;71,99;152,250;55,70;55,69;55,73;152,250;82,01;82,27;82,97
152,300;72,87;73,17;71,99;152,300;55,70;55,69;55,73;152,300;82,01;82,27;82,96
152,350;72,87;73,16;71,99;152,350;55,70;55,69;55,73;152,350;82,01;82,26;82,96
152,400;72,87;73,17;71,99;152,400;55,70;55,69;55,73;152,400;82,00;82,26;82,96
152,450;72,87;73,16;71,99;152,450;55,70;55,69;55,73;152,450;82,00;82,26;82,96
152,500;72,87;73,16;71,99;152,500;55,70;55,69;55,73;152,500;82,00;82,26;82,96
152,550;72,87;73,16;71,99;152,550;55,70;55,69;55,73;152,550;82,00;82,26;82,96
152,600;72,87;73,16;71,99;152,600;55,71;55,69;55,73;152,600;82,00;82,26;82,96
152,650;72,87;73,16;71,99;152,650;55,70;55,69;55,73;152,650;82,00;82,26;82,96
152,700;72,87;73,16;71,99;152,700;55,70;55,69;55,73;152,700;82,00;82,26;82,96
152,750;72,86;73,16;71,99;152,750;55,71;55,69;55,73;152,750;81,99;82,25;82,96
152,800;72,87;73,16;71,98;152,800;55,71;55,69;55,73;152,800;81,99;82,26;82,95
152,850;72,87;73,16;71,98;152,850;55,71;55,69;55,74;152,850;81,99;82,25;82,95
152,900;72,86;73,15;71,98;152,900;55,71;55,69;55,73;152,900;81,99;82,25;82,95
152,950;72,86;73,16;71,98;152,950;55,70;55,69;55,74;152,950;81,99;82,25;82,96
153,000;72,86;73,15;71,98;153,000;55,71;55,69;55,74;153,000;81,99;82,25;82,95
153,050;72,87;73,15;71,98;153,050;55,71;55,69;55,74;153,050;81,98;82,25;82,95
153,100;72,86;73,15;71,98;153,100;55,71;55,69;55,74;153,100;81,99;82,25;82,95
153,150;72,86;73,15;71,97;153,150;55,71;55,69;55,74;153,150;81,99;82,25;82,95
153,200;72,86;73,15;71,98;153,200;55,71;55,69;55,74;153,200;81,99;82,25;82,95
153,250;72,86;73,15;71,98;153,250;55,71;55,69;55,74;153,250;81,98;82,24;82,95
153,300;72,87;73,15;71,98;153,300;55,71;55,69;55,74;153,300;81,98;82,24;82,95
153,350;72,86;73,15;71,98;153,350;55,71;55,69;55,74;153,350;81,98;82,25;82,95
153,400;72,86;73,15;71,97;153,400;55,71;55,69;55,74;153,400;81,98;82,24;82,95
153,450;72,86;73,15;71,97;153,450;55,71;55,69;55,74;153,450;81,98;82,24;82,95
153,500;72,86;73,15;71,97;153,500;55,71;55,69;55,74;153,500;81,97;82,24;82,95
153,550;72,87;73,14;71,97;153,550;55,71;55,69;55,74;153,550;81,98;82,24;82,95
153,600;72,86;73,15;71,97;153,600;55,71;55,69;55,74;153,600;81,97;82,24;82,95
153,650;72,87;73,15;71,97;153,650;55,71;55,69;55,74;153,650;81,97;82,23;82,95
153,700;72,86;73,14;71,97;153,700;55,71;55,69;55,74;153,700;81,97;82,23;82,94
153,750;72,86;73,14;71,97;153,750;55,71;55,69;55,74;153,750;81,97;82,23;82,94
153,800;72,86;73,14;71,97;153,800;55,71;55,69;55,74;153,800;81,97;82,23;82,94
153,850;72,87;73,14;71,97;153,850;55,71;55,69;55,74;153,850;81,97;82,23;82,94
153,900;72,86;73,14;71,97;153,900;55,72;55,68;55,74;153,900;81,97;82,23;82,95
153,950;72,86;73,14;71,97;153,950;55,72;55,68;55,74;153,950;81,97;82,23;82,94
154,000;72,87;73,14;71,96;154,000;55,72;55,69;55,74;154,000;81,96;82,23;82,94
154,050;72,86;73,13;71,97;154,050;55,72;55,69;55,74;154,050;81,96;82,23;82,94
154,100;72,86;73,13;71,96;154,100;55,72;55,69;55,74;154,100;81,96;82,23;82,94
154,150;72,86;73,13;71,96;154,150;55,72;55,69;55,74;154,150;81,96;82,23;82,94
154,200;72,86;73,14;71,96;154,200;55,72;55,69;55,74;154,200;81,96;82,23;82,94
154,250;72,86;73,13;71,96;154,250;55,72;55,68;55,74;154,250;81,96;82,22;82,94
154,300;72,86;73,13;71,96;154,300;55,72;55,68;55,74;154,300;81,96;82,22;82,94
154,350;72,86;73,13;71,96;154,350;55,72;55,69;55,74;154,350;81,96;82,22;82,94
154,400;72,86;73,13;71,96;154,400;55,72;55,69;55,75;154,400;81,95;82,22;82,94
154,450;72,86;73,13;71,96;154,450;55,72;55,69;55,74;154,450;81,95;82,22;82,94
154,500;72,86;73,13;71,96;154,500;55,72;55,68;55,74;154,500;81,95;82,22;82,93
154,550;72,87;73,13;71,96;154,550;55,72;55,68;55,75;154,550;81,95;82,22;82,94
154,600;72,86;73,13;71,96;154,600;55,72;55,69;55,75;154,600;81,95;82,22;82,93
154,650;72,87;73,13;71,96;154,650;55,72;55,68;55,75;154,650;81,95;82,22;82,94
154,700;72,86;73,12;71,95;154,700;55,72;55,68;55,74;154,700;81,95;82,22;82,93
154,750;72,86;73,12;71,95;154,750;55,72;55,68;55,75;154,750;81,94;82,22;82,93
154,800;72,86;73,12;71,95;154,800;55,72;55,68;55,75;154,800;81,94;82,21;82,93
154,850;72,86;73,12;71,95;154,850;55,72;55,68;55,75;154,850;81,94;82,21;82,93
154,900;72,87;73,12;71,95;154,900;55,72;55,68;55,75;154,900;81,94;82,22;82,93
154,950;72,86;73,12;71,95;154,950;55,72;55,68;55,75;154,950;81,94;82,21;82,93
155,000;72,86;73,12;71,95;155,000;55,72;55,68;55,75;155,000;81,94;82,21;82,93
155,050;72,86;73,12;71,95;155,050;55,72;55,68;55,75;155,050;81,93;82,21;82,93
155,100;72,86;73,12;71,95;155,100;55,72;55,68;55,75;155,100;81,93;82,21;82,93
155,150;72,86;73,11;71,95;155,150;55,72;55,69;55,75;155,150;81,93;82,21;82,93
155,200;72,86;73,12;71,95;155,200;55,72;55,68;55,75;155,200;81,93;82,21;82,93
155,250;72,87;73,11;71,94;155,250;55,73;55,68;55,75;155,250;81,93;82,20;82,93
155,300;72,86;73,11;71,94;155,300;55,72;55,69;55,75;155,300;81,92;82,21;82,93
155,350;72,86;73,11;71,94;155,350;55,72;55,68;55,75;155,350;81,93;82,20;82,93
155,400;72,86;73,11;71,94;155,400;55,72;55,68;55,75;155,400;81,92;82,20;82,93
155,450;72,86;73,11;71,94;155,450;55,72;55,68;55,75;155,450;81,92;82,20;82,93
155,500;72,86;73,11;71,94;155,500;55,72;55,68;55,75;155,500;81,92;82,21;82,92
155,550;72,87;73,11;71,94;155,550;55,72;55,68;55,75;155,550;81,92;82,20;82,93
155,600;72,86;73,11;71,94;155,600;55,72;55,68;55,75;155,600;81,92;82,20;82,92
155,650;72,87;73,11;71,94;155,650;55,72;55,68;55,75;155,650;81,92;82,20;82,93
155,700;72,87;73,11;71,94;155,700;55,73;55,68;55,75;155,700;81,92;82,20;82,93
155,750;72,87;73,11;71,94;155,750;55,72;55,68;55,75;155,750;81,91;82,20;82,93
155,800;72,86;73,11;71,94;155,800;55,72;55,68;55,75;155,800;81,91;82,20;82,93
155,850;72,86;73,11;71,94;155,850;55,72;55,68;55,75;155,850;81,91;82,20;82,93
155,900;72,87;73,10;71,93;155,900;55,72;55,67;55,75;155,900;81,91;82,20;82,92
155,950;72,87;73,10;71,93;155,950;55,72;55,68;55,75;155,950;81,91;82,19;82,93
156,000;72,86;73,10;71,93;156,000;55,72;55,68;55,75;156,000;81,91;82,20;82,93
156,050;72,87;73,10;71,93;156,050;55,73;55,67;55,75;156,050;81,91;82,19;82,92
156,100;72,87;73,10;71,93;156,100;55,72;55,68;55,75;156,100;81,91;82,20;82,92
156,150;72,87;73,10;71,93;156,150;55,72;55,68;55,75;156,150;81,90;82,19;82,92
156,200;72,87;73,10;71,93;156,200;55,72;55,67;55,75;156,200;81,90;82,19;82,92
156,250;72,87;73,10;71,93;156,250;55,72;55,68;55,75;156,250;81,90;82,19;82,92
156,300;72,86;73,10;71,93;156,300;55,72;55,68;55,75;156,300;81,90;82,19;82,92
156,350;72,87;73,09;71,93;156,350;55,72;55,68;55,75;156,350;81,90;82,19;82,92
156,400;72,87;73,10;71,93;156,400;55,73;55,67;55,75;156,400;81,90;82,19;82,92
156,450;72,87;73,09;71,93;156,450;55,72;55,67;55,75;156,450;81,89;82,19;82,92
156,500;72,87;73,10;71,92;156,500;55,72;55,67;55,75;156,500;81,90;82,19;82,92
156,550;72,87;73,09;71,92;156,550;55,72;55,67;55,75;156,550;81,89;82,19;82,92
156,600;72,87;73,09;71,92;156,600;55,72;55,67;55,75;156,600;81,89;82,19;82,92
156,650;72,87;73,09;71,92;156,650;55,72;55,67;55,75;156,650;81,89;82,19;82,92
156,700;72,87;73,09;71,92;156,700;55,72;55,67;55,75;156,700;81,89;82,19;82,92
156,750;72,87;73,09;71,92;156,750;55,72;55,67;55,75;156,750;81,89;82,19;82,92
156,800;72,87;73,09;71,92;156,800;55,72;55,67;55,74;156,800;81,89;82,18;82,92
