"Time (s) Run #2";"Temperature 1 (°C) Run #2";"Temperature 2 (°C) Run #2";"Temperature 3 (°C) Run #2";"Time (s) Run #3";"Temperature 1 (°C) Run #3";"Temperature 2 (°C) Run #3";"Temperature 3 (°C) Run #3"
1692,200;63,46;64,34;57,09;1692,200;58,41;63,89;65,11
1692,250;63,46;64,34;57,09;1692,250;58,41;63,89;65,10
1692,300;63,46;64,34;57,09;1692,300;58,41;63,89;65,11
1692,350;63,46;64,34;57,09;1692,350;58,41;63,89;65,10
1692,400;63,46;64,34;57,09;1692,400;58,41;63,89;65,10
1692,450;63,46;64,34;57,09;1692,450;58,41;63,89;65,10
1692,500;63,46;64,34;57,09;1692,500;58,41;63,88;65,10
1692,550;63,45;64,34;57,09;1692,550;58,41;63,89;65,10
1692,600;63,45;64,34;57,09;1692,600;58,41;63,89;65,10
1692,650;63,46;64,34;57,09;1692,650;58,41;63,88;65,10
1692,700;63,46;64,34;57,09;1692,700;58,41;63,89;65,10
1692,750;63,45;64,34;57,09;1692,750;58,40;63,88;65,10
1692,800;63,45;64,34;57,09;1692,800;58,41;63,89;65,10
1692,850;63,45;64,33;57,08;1692,850;58,41;63,88;65,10
1692,900;63,45;64,34;57,08;1692,900;58,41;63,89;65,10
1692,950;63,45;64,34;57,09;1692,950;58,41;63,88;65,10
1693,000;63,45;64,34;57,08;1693,000;58,41;63,88;65,10
1693,050;63,45;64,34;57,08;1693,050;58,40;63,88;65,10
1693,100;63,45;64,33;57,08;1693,100;58,41;63,88;65,10
1693,150;63,45;64,33;57,08;1693,150;58,40;63,88;65,10
1693,200;63,45;64,34;57,08;1693,200;58,41;63,88;65,10
1693,250;63,45;64,33;57,08;1693,250;58,40;63,88;65,10
1693,300;63,45;64,34;57,08;1693,300;58,40;63,88;65,10
1693,350;63,45;64,33;57,08;1693,350;58,40;63,88;65,10
1693,400;63,45;64,33;57,08;1693,400;58,40;63,88;65,10
1693,450;63,45;64,33;57,08;1693,450;58,40;63,88;65,10
1693,500;63,45;64,33;57,08;1693,500;58,40;63,88;65,10
1693,550;63,45;64,34;57,08;1693,550;58,40;63,88;65,10
1693,600;63,45;64,33;57,08;1693,600;58,40;63,88;65,10
1693,650;63,45;64,33;57,08;1693,650;58,40;63,88;65,10
1693,700;63,45;64,33;57,08;1693,700;58,40;63,88;65,10
1693,750;63,45;64,33;57,08;1693,750;58,40;63,88;65,09
1693,800;63,45;64,33;57,08;1693,800;58,39;63,88;65,10
1693,850;63,45;64,33;57,08;1693,850;58,40;63,88;65,10
1693,900;63,45;64,33;57,08;1693,900;58,39;63,88;65,10
1693,950;63,45;64,33;57,08;1693,950;58,40;63,88;65,10
1694,000;63,45;64,33;57,08;1694,000;58,39;63,87;65,10
1694,050;63,45;64,33;57,07;1694,050;58,39;63,88;65,10
1694,100;63,45;64,33;57,07;1694,100;58,39;63,88;65,10
1694,150;63,45;64,33;57,08;1694,150;58,39;63,88;65,10
1694,200;63,45;64,33;57,07;1694,200;58,39;63,87;65,10
1694,250;63,44;64,33;57,07;1694,250;58,39;63,88;65,10
1694,300;63,45;64,33;57,07;1694,300;58,39;63,88;65,10
1694,350;63,45;64,33;57,07;1694,350;58,39;63,88;65,10
1694,400;63,45;64,33;57,07;1694,400;58,39;63,88;65,09
1694,450;63,45;64,33;57,07;1694,450;58,39;63,87;65,10
1694,500;63,45;64,33;57,07;1694,500;58,39;63,87;65,10
1694,550;63,45;64,33;57,07;1694,550;58,39;63,87;65,10
1694,600;63,44;64,33;57,07;1694,600;58,39;63,87;65,10
1694,650;63,45;64,33;57,07;1694,650;58,38;63,87;65,10
1694,700;63,44;64,33;57,07;1694,700;58,39;63,87;65,10
1694,750;63,44;64,33;57,07;1694,750;58,39;63,87;65,10
1694,800;63,44;64,33;57,07;1694,800;58,38;63,87;65,09
1694,850;63,45;64,33;57,07;1694,850;58,39;63,88;65,10
1694,900;63,44;64,33;57,07;1694,900;58,39;63,87;65,10
1694,950;63,44;64,33;57,07;1694,950;58,39;63,87;65,09
1695,000;63,44;64,33;57,07;1695,000;58,38;63,87;65,09
1695,050;63,44;64,33;57,07;1695,050;58,38;63,87;65,09
1695,100;63,44;64,33;57,07;1695,100;58,38;63,87;65,10
1695,150;63,45;64,33;57,07;1695,150;58,38;63,87;65,09
1695,200;63,44;64,32;57,07;1695,200;58,38;63,87;65,09
1695,250;63,44;64,33;57,06;1695,250;58,38;63,87;65,09
1695,300;63,44;64,33;57,06;1695,300;58,38;63,87;65,09
1695,350;63,44;64,33;57,06;1695,350;58,38;63,86;65,09
1695,400;63,44;64,32;57,06;1695,400;58,38;63,86;65,09
1695,450;63,44;64,33;57,06;1695,450;58,38;63,87;65,09
1695,500;63,44;64,33;57,06;1695,500;58,38;63,87;65,09
1695,550;63,44;64,32;57,06;1695,550;58,38;63,86;65,09
1695,600;63,44;64,32;57,06;1695,600;58,38;63,86;65,09
1695,650;63,44;64,32;57,07;1695,650;58,38;63,86;65,09
1695,700;63,44;64,33;57,06;1695,700;58,38;63,87;65,09
1695,750;63,44;64,33;57,06;1695,750;58,37;63,86;65,09
1695,800;63,43;64,33;57,06;1695,800;58,37;63,86;65,09
1695,850;63,44;64,32;57,06;1695,850;58,37;63,87;65,09
1695,900;63,44;64,32;57,06;1695,900;58,37;63,86;65,09
1695,950;63,43;64,32;57,06;1695,950;58,37;63,86;65,09
1696,000;63,43;64,32;57,06;1696,000;58,37;63,86;65,09
1696,050;63,43;64,32;57,06;1696,050;58,37;63,86;65,09
1696,100;63,43;64,32;57,06;1696,100;58,37;63,86;65,09
1696,150;63,43;64,32;57,05;1696,150;58,37;63,86;65,08
1696,200;63,44;64,32;57,06;1696,200;58,37;63,86;65,09
1696,250;63,43;64,32;57,06;1696,250;58,37;63,86;65,09
1696,300;63,43;64,32;57,06;1696,300;58,37;63,86;65,09
1696,350;63,43;64,32;57,05;1696,350;58,37;63,86;65,09
1696,400;63,43;64,32;57,06;1696,400;58,37;63,85;65,09
1696,450;63,43;64,32;57,05;1696,450;58,37;63,86;65,08
1696,500;63,43;64,32;57,05;1696,500;58,36;63,86;65,09
1696,550;63,42;64,33;57,06;1696,550;58,37;63,86;65,08
1696,600;63,43;64,32;57,05;1696,600;58,37;63,86;65,09
1696,650;63,43;64,32;57,06;1696,650;58,37;63,86;65,08
1696,700;63,43;64,32;57,06;1696,700;58,36;63,86;65,08
1696,750;63,43;64,32;57,05;1696,750;58,37;63,86;65,08
1696,800;63,42;64,32;57,05;1696,800;58,37;63,85;65,08
1696,850;63,42;64,32;57,05;1696,850;58,36;63,85;65,08
1696,900;63,43;64,32;57,06;1696,900;58,36;63,85;65,08
1696,950;63,42;64,32;57,05;1696,950;58,37;63,86;65,08
1697,000;63,42;64,31;57,05;1697,000;58,36;63,85;65,08
1697,050;63,42;64,32;57,05;1697,050;58,36;63,85;65,08
1697,100;63,42;64,32;57,05;1697,100;58,36;63,85;65,08
1697,150;63,42;64,32;57,05;1697,150;58,36;63,85;65,08
1697,200;63,42;64,32;57,05;1697,200;58,36;63,85;65,08
1697,250;63,42;64,32;57,05;1697,250;58,36;63,85;65,08
1697,300;63,42;64,32;57,05;1697,300;58,36;63,85;65,08
1697,350;63,42;64,32;57,05;1697,350;58,36;63,85;65,08
1697,400;63,42;64,32;57,05;1697,400;58,36;63,85;65,08
1697,450;63,42;64,32;57,05;1697,450;58,36;63,85;65,08
1697,500;63,42;64,32;57,05;1697,500;58,36;63,85;65,08
1697,550;63,42;64,32;57,05;1697,550;58,36;63,85;65,08
1697,600;63,42;64,32;57,05;1697,600;58,36;63,85;65,08
1697,650;63,42;64,32;57,04;1697,650;58,36;63,85;65,07
1697,700;63,41;64,32;57,04;1697,700;58,35;63,85;65,08
1697,750;63,41;64,32;57,04;1697,750;58,35;63,85;65,08
1697,800;63,41;64,32;57,04;1697,800;58,36;63,85;65,08
1697,850;63,41;64,32;57,05;1697,850;58,36;63,85;65,08
1697,900;63,42;64,32;57,04;1697,900;58,35;63,85;65,08
1697,950;63,41;64,32;57,04;1697,950;58,35;63,85;65,08
1698,000;63,41;64,31;57,04;1698,000;58,36;63,85;65,08
1698,050;63,41;64,32;57,04;1698,050;58,35;63,84;65,07
1698,100;63,41;64,32;57,04;1698,100;58,35;63,85;65,07
1698,150;63,41;64,31;57,04;1698,150;58,36;63,84;65,07
1698,200;63,41;64,31;57,05;1698,200;58,35;63,84;65,07
1698,250;63,41;64,31;57,04;1698,250;58,35;63,84;65,07
1698,300;63,41;64,31;57,04;1698,300;58,35;63,84;65,07
1698,350;63,41;64,31;57,04;1698,350;58,35;63,85;65,08
1698,400;63,41;64,31;57,04;1698,400;58,35;63,84;65,07
1698,450;63,41;64,31;57,04;1698,450;58,35;63,84;65,07
1698,500;63,40;64,31;57,04;1698,500;58,35;63,84;65,07
1698,550;63,41;64,31;57,04;1698,550;58,35;63,84;65,07
1698,600;63,40;64,31;57,04;1698,600;58,35;63,84;65,07
1698,650;63,40;64,31;57,04;1698,650;58,35;63,84;65,07
1698,700;63,40;64,31;57,04;1698,700;58,34;63,84;65,07
1698,750;63,40;64,31;57,04;1698,750;58,35;63,84;65,07
1698,800;63,40;64,31;57,04;1698,800;58,35;63,84;65,07
1698,850;63,40;64,31;57,04;1698,850;58,35;63,84;65,07
1698,900;63,40;64,31;57,04;1698,900;58,34;63,84;65,07
1698,950;63,40;64,31;57,04;1698,950;58,34;63,84;65,07
1699,000;63,40;64,31;57,03;1699,000;58,34;63,84;65,07
1699,050;63,40;64,31;57,04;1699,050;58,34;63,84;65,07
1699,100;63,40;64,31;57,04;1699,100;58,34;63,84;65,07
1699,150;63,40;64,31;57,04;1699,150;58,34;63,84;65,07
1699,200;63,40;64,31;57,04;1699,200;58,34;63,83;65,07
1699,250;63,40;64,31;57,03;1699,250;58,34;63,84;65,07
1699,300;63,39;64,31;57,03;1699,300;58,34;63,84;65,06
1699,350;63,39;64,31;57,03;1699,350;58,34;63,84;65,07
1699,400;63,40;64,31;57,03;1699,400;58,34;63,84;65,07
1699,450;63,39;64,30;57,03;1699,450;58,34;63,83;65,07
1699,500;63,39;64,31;57,03;1699,500;58,34;63,83;65,07
1699,550;63,39;64,31;57,03;1699,550;58,34;63,83;65,07
1699,600;63,39;64,30;57,03;1699,600;58,34;63,83;65,07
1699,650;63,39;64,30;57,03;1699,650;58,34;63,83;65,06
1699,700;63,39;64,30;57,03;1699,700;58,34;63,83;65,06
1699,750;63,39;64,30;57,03;1699,750;58,34;63,83;65,06
1699,800;63,39;64,30;57,03;1699,800;58,34;63,83;65,06
1699,850;63,39;64,30;57,03;1699,850;58,34;63,83;65,06
1699,900;63,39;64,30;57,03;1699,900;58,34;63,83;65,06
1699,950;63,39;64,30;57,03;1699,950;58,34;63,83;65,06
1700,000;63,39;64,30;57,03;1700,000;58,34;63,83;65,06
1700,050;63,39;64,30;57,03;1700,050;58,33;63,83;65,06
1700,100;63,38;64,30;57,03;1700,100;58,34;63,83;65,06
1700,150;63,38;64,30;57,02;1700,150;58,33;63,83;65,06
1700,200;63,38;64,30;57,03;1700,200;58,33;63,82;65,06
1700,250;63,38;64,30;57,03;1700,250;58,33;63,83;65,06
1700,300;63,38;64,30;57,03;1700,300;58,34;63,83;65,06
1700,350;63,38;64,30;57,02;1700,350;58,33;63,82;65,06
1700,400;63,38;64,30;57,03;1700,400;58,33;63,83;65,06
1700,450;63,38;64,30;57,02;1700,450;58,34;63,83;65,05
1700,500;63,38;64,30;57,03;1700,500;58,33;63,82;65,06
1700,550;63,38;64,30;57,03;1700,550;58,33;63,83;65,06
1700,600;63,38;64,30;57,02;1700,600;58,33;63,82;65,06
1700,650;63,38;64,30;57,02;1700,650;58,33;63,82;65,06
1700,700;63,38;64,29;57,02;1700,700;58,33;63,82;65,05
1700,750;63,37;64,29;57,02;1700,750;58,33;63,82;65,06
1700,800;63,38;64,29;57,02;1700,800;58,33;63,82;65,06
1700,850;63,37;64,29;57,02;1700,850;58,33;63,82;65,05
1700,900;63,38;64,29;57,02;1700,900;58,33;63,82;65,05
1700,950;63,38;64,29;57,02;1700,950;58,33;63,82;65,05
1701,000;63,37;64,29;57,02;1701,000;58,33;63,82;65,05
1701,050;63,37;64,29;57,02;1701,050;58,33;63,82;65,05
1701,100;63,37;64,29;57,02;1701,100;58,33;63,82;65,05
1701,150;63,37;64,29;57,02;1701,150;58,33;63,82;65,06
1701,200;63,37;64,29;57,02;1701,200;58,33;63,82;65,05
1701,250;63,37;64,29;57,02;1701,250;58,32;63,82;65,05
1701,300;63,37;64,29;57,02;1701,300;58,32;63,82;65,05
1701,350;63,37;64,29;57,02;1701,350;58,32;63,82;65,05
1701,400;63,37;64,29;57,02;1701,400;58,32;63,82;65,05
1701,450;63,37;64,29;57,02;1701,450;58,32;63,82;65,05
1701,500;63,37;64,29;57,02;1701,500;58,33;63,81;65,05
1701,550;63,37;64,29;57,01;1701,550;58,32;63,81;65,04
1701,600;63,37;64,29;57,02;1701,600;58,32;63,81;65,05
1701,650;63,37;64,29;57,01;1701,650;58,32;63,81;65,05
1701,700;63,37;64,29;57,01;1701,700;58,32;63,81;65,05
1701,750;63,36;64,29;57,01;1701,750;58,32;63,81;65,05
1701,800;63,36;64,29;57,01;1701,800;58,32;63,81;65,05
1701,850;63,37;64,29;57,01;1701,850;58,32;63,81;65,05
1701,900;63,37;64,29;57,01;1701,900;58,32;63,81;65,05
1701,950;63,36;64,29;57,01;1701,950;58,32;63,81;65,05
1702,000;63,36;64,28;57,01;1702,000;58,32;63,81;65,05
1702,050;63,36;64,28;57,01;1702,050;58,32;63,81;65,05
1702,100;63,36;64,28;57,00;1702,100;58,32;63,81;65,04
1702,150;63,36;64,28;57,01;1702,150;58,32;63,81;65,04
1702,200;63,36;64,28;57,01;1702,200;58,31;63,81;65,05
1702,250;63,36;64,28;57,01;1702,250;58,32;63,81;65,04
1702,300;63,36;64,28;57,01;1702,300;58,32;63,81;65,05
1702,350;63,36;64,28;57,01;1702,350;58,32;63,81;65,04
1702,400;63,36;64,28;57,01;1702,400;58,31;63,81;65,04
1702,450;63,36;64,28;57,01;1702,450;58,31;63,80;65,04
1702,500;63,36;64,28;57,01;1702,500;58,31;63,81;65,04
1702,550;63,36;64,28;57,00;1702,550;58,31;63,81;65,04
1702,600;63,35;64,28;57,01;1702,600;58,31;63,81;65,05
1702,650;63,35;64,28;57,00;1702,650;58,32;63,80;65,04
1702,700;63,36;64,27;57,01;1702,700;58,31;63,81;65,04
1702,750;63,36;64,28;57,00;1702,750;58,31;63,80;65,04
1702,800;63,35;64,28;57,00;1702,800;58,31;63,80;65,04
1702,850;63,36;64,28;57,00;1702,850;58,31;63,80;65,04
1702,900;63,35;64,28;57,00;1702,900;58,31;63,80;65,04
1702,950;63,36;64,28;57,00;1702,950;58,31;63,80;65,04
1703,000;63,36;64,28;57,00;1703,000;58,31;63,80;65,04
1703,050;63,36;64,28;57,00;1703,050;58,31;63,80;65,03
1703,100;63,35;64,27;57,00;1703,100;58,31;63,80;65,04
1703,150;63,35;64,28;57,00;1703,150;58,31;63,80;65,04
1703,200;63,35;64,28;57,00;1703,200;58,31;63,80;65,04
1703,250;63,35;64,27;57,00;1703,250;58,31;63,80;65,04
1703,300;63,35;64,27;57,00;1703,300;58,31;63,80;65,04
1703,350;63,35;64,27;57,00;1703,350;58,31;63,80;65,04
1703,400;63,35;64,27;57,00;1703,400;58,30;63,80;65,04
1703,450;63,35;64,27;57,00;1703,450;58,31;63,79;65,03
1703,500;63,35;64,27;57,00;1703,500;58,31;63,79;65,03
1703,550;63,35;64,27;57,00;1703,550;58,31;63,79;65,03
1703,600;63,35;64,27;56,99;1703,600;58,31;63,79;65,03
1703,650;63,35;64,27;56,99;1703,650;58,30;63,80;65,03
1703,700;63,35;64,27;56,99;1703,700;58,31;63,79;65,03
1703,750;63,35;64,27;56,99;1703,750;58,30;63,79;65,04
1703,800;63,35;64,27;57,00;1703,800;58,30;63,79;65,04
1703,850;63,35;64,27;56,99;1703,850;58,30;63,79;65,03
1703,900;63,35;64,27;56,99;1703,900;58,30;63,79;65,03
1703,950;63,35;64,27;56,99;1703,950;58,30;63,79;65,03
1704,000;63,35;64,27;56,99;1704,000;58,30;63,79;65,03
1704,050;63,35;64,27;56,99;1704,050;58,30;63,79;65,03
1704,100;63,35;64,27;56,99;1704,100;58,30;63,79;65,03
1704,150;63,35;64,27;56,99;1704,150;58,30;63,79;65,03
1704,200;63,34;64,27;56,99;1704,200;58,30;63,79;65,03
1704,250;63,35;64,27;56,99;1704,250;58,30;63,79;65,03
1704,300;63,35;64,26;56,99;1704,300;58,30;63,79;65,03
1704,350;63,34;64,27;56,99;1704,350;58,30;63,79;65,03
1704,400;63,35;64,26;56,99;1704,400;58,30;63,78;65,03
1704,450;63,35;64,26;56,99;1704,450;58,30;63,79;65,03
1704,500;63,34;64,27;56,98;1704,500;58,30;63,79;65,03
1704,550;63,35;64,26;56,99;1704,550;58,30;63,78;65,03
1704,600;63,34;64,26;56,99;1704,600;58,30;63,79;65,02
1704,650;63,34;64,26;56,99;1704,650;58,29;63,79;65,02
1704,700;63,34;64,26;56,99;1704,700;58,30;63,79;65,03
1704,750;63,34;64,26;56,98;1704,750;58,30;63,78;65,03
1704,800;63,35;64,27;56,98;1704,800;58,30;63,78;65,02
1704,850;63,34;64,26;56,98;1704,850;58,30;63,78;65,03
1704,900;63,35;64,26;56,98;1704,900;58,29;63,78;65,02
1704,950;63,34;64,26;56,98;1704,950;58,30;63,78;65,03
1705,000;63,35;64,26;56,98;1705,000;58,29;63,78;65,03
1705,050;63,34;64,26;56,98;1705,050;58,29;63,78;65,02
1705,100;63,34;64,26;56,98;1705,100;58,29;63,78;65,02
1705,150;63,34;64,26;56,98;1705,150;58,29;63,78;65,02
1705,200;63,34;64,26;56,98;1705,200;58,29;63,78;65,02
1705,250;63,34;64,26;56,98;1705,250;58,29;63,78;65,03
1705,300;63,34;64,26;56,98;1705,300;58,29;63,78;65,02
1705,350;63,35;64,26;56,98;1705,350;58,29;63,78;65,02
1705,400;63,34;64,26;56,98;1705,400;58,29;63,78;65,02
1705,450;63,34;64,26;56,98;1705,450;58,29;63,78;65,02
1705,500;63,34;64,26;56,97;1705,500;58,29;63,78;65,02
1705,550;63,34;64,26;56,98;1705,550;58,28;63,78;65,02
1705,600;63,34;64,26;56,98;1705,600;58,29;63,78;65,02
1705,650;63,34;64,26;56,98;1705,650;58,29;63,77;65,02
1705,700;63,34;64,26;56,98;1705,700;58,29;63,78;65,02
1705,750;63,34;64,25;56,97;1705,750;58,29;63,78;65,02
1705,800;63,34;64,26;56,97;1705,800;58,29;63,78;65,02
1705,850;63,34;64,25;56,97;1705,850;58,28;63,78;65,02
1705,900;63,34;64,26;56,97;1705,900;58,29;63,77;65,02
1705,950;63,34;64,25;56,97;1705,950;58,28;63,78;65,02
1706,000;63,34;64,25;56,97;1706,000;58,28;63,77;65,02
1706,050;63,34;64,25;56,97;1706,050;58,28;63,77;65,02
1706,100;63,34;64,25;56,97;1706,100;58,29;63,77;65,02
1706,150;63,34;64,25;56,97;1706,150;58,28;63,78;65,02
1706,200;63,34;64,25;56,97;1706,200;58,28;63,77;65,02
1706,250;63,34;64,25;56,97;1706,250;58,28;63,77;65,02
1706,300;63,34;64,25;56,97;1706,300;58,28;63,77;65,02
1706,350;63,34;64,25;56,97;1706,350;58,28;63,77;65,01
1706,400;63,34;64,25;56,97;1706,400;58,28;63,77;65,01
1706,450;63,34;64,25;56,97;1706,450;58,28;63,77;65,01
1706,500;63,34;64,25;56,97;1706,500;58,28;63,77;65,01
1706,550;63,34;64,25;56,97;1706,550;58,28;63,77;65,01
1706,600;63,33;64,25;56,97;1706,600;58,28;63,77;65,01
1706,650;63,34;64,25;56,96;1706,650;58,28;63,77;65,01
1706,700;63,33;64,25;56,96;1706,700;58,28;63,77;65,01
1706,750;63,33;64,25;56,97;1706,750;58,28;63,77;65,01
1706,800;63,33;64,25;56,97;1706,800;58,28;63,77;65,01
1706,850;63,33;64,25;56,96;1706,850;58,28;63,77;65,01
1706,900;63,33;64,25;56,96;1706,900;58,28;63,77;65,01
1706,950;63,33;64,25;56,96;1706,950;58,28;63,77;65,01
1707,000;63,33;64,24;56,96;1707,000;58,28;63,77;65,01
1707,050;63,33;64,25;56,96;1707,050;58,27;63,77;65,01
1707,100;63,33;64,25;56,96;1707,100;58,27;63,77;65,01
1707,150;63,33;64,25;56,96;1707,150;58,28;63,77;65,01
1707,200;63,33;64,25;56,96;1707,200;58,27;63,77;65,01
1707,250;63,33;64,25;56,96;1707,250;58,27;63,77;65,00
1707,300;63,33;64,24;56,96;1707,300;58,27;63,77;65,01
1707,350;63,33;64,25;56,96;1707,350;58,27;63,77;65,01
1707,400;63,33;64,25;56,96;1707,400;58,28;63,77;65,01
1707,450;63,33;64,24;56,96;1707,450;58,27;63,77;65,01
1707,500;63,33;64,24;56,96;1707,500;58,27;63,77;65,00
1707,550;63,33;64,24;56,96;1707,550;58,27;63,76;65,00
1707,600;63,33;64,24;56,95;1707,600;58,27;63,77;65,00
1707,650;63,33;64,25;56,96;1707,650;58,27;63,77;65,00
1707,700;63,33;64,25;56,96;1707,700;58,27;63,76;65,00
1707,750;63,33;64,24;56,95;1707,750;58,27;63,76;65,00
1707,800;63,33;64,24;56,95;1707,800;58,27;63,76;65,00
1707,850;63,33;64,24;56,96;1707,850;58,26;63,77;65,00
1707,900;63,33;64,24;56,96;1707,900;58,27;63,76;65,00
1707,950;63,33;64,24;56,95;1707,950;58,26;63,76;65,00
1708,000;63,33;64,24;56,95;1708,000;58,27;63,76;65,00
1708,050;63,33;64,24;56,95;1708,050;58,27;63,76;65,00
1708,100;63,33;64,24;56,95;1708,100;58,27;63,76;65,00
1708,150;63,33;64,24;56,95;1708,150;58,27;63,76;65,00
1708,200;63,33;64,24;56,95;1708,200;58,27;63,76;65,00
1708,250;63,33;64,24;56,95;1708,250;58,27;63,76;65,00
1708,300;63,33;64,24;56,95;1708,300;58,26;63,76;64,99
1708,350;63,32;64,24;56,95;1708,350;58,26;63,76;65,00
1708,400;63,33;64,24;56,95;1708,400;58,26;63,76;65,00
1708,450;63,33;64,24;56,95;1708,450;58,26;63,76;64,99
1708,500;63,33;64,24;56,95;1708,500;58,27;63,76;64,99
1708,550;63,32;64,24;56,95;1708,550;58,26;63,76;64,99
1708,600;63,33;64,24;56,95;1708,600;58,26;63,76;64,99
1708,650;63,33;64,24;56,95;1708,650;58,26;63,76;64,99
1708,700;63,32;64,24;56,95;1708,700;58,26;63,76;64,99
1708,750;63,32;64,24;56,95;1708,750;58,27;63,76;64,99
1708,800;63,32;64,24;56,95;1708,800;58,26;63,76;64,99
1708,850;63,33;64,23;56,95;1708,850;58,26;63,76;64,99
1708,900;63,32;64,24;56,95;1708,900;58,26;63,76;64,99
1708,950;63,32;64,23;56,94;1708,950;58,26;63,76;64,99
1709,000;63,32;64,24;56,95;1709,000;58,26;63,76;64,99
1709,050;63,32;64,23;56,95;1709,050;58,26;63,75;64,99
1709,100;63,32;64,23;56,95;1709,100;58,26;63,76;64,98
1709,150;63,32;64,23;56,94;1709,150;58,26;63,76;64,99
1709,200;63,32;64,23;56,95;1709,200;58,26;63,76;64,98
1709,250;63,32;64,23;56,94;1709,250;58,26;63,75;64,99
1709,300;63,32;64,23;56,94;1709,300;58,26;63,76;64,98
1709,350;63,32;64,23;56,94;1709,350;58,25;63,76;64,98
1709,400;63,32;64,23;56,94;1709,400;58,26;63,75;64,98
1709,450;63,32;64,23;56,94;1709,450;58,26;63,75;64,98
1709,500;63,32;64,23;56,94;1709,500;58,25;63,75;64,98
1709,550;63,32;64,23;56,94;1709,550;58,25;63,75;64,98
1709,600;63,32;64,23;56,94;1709,600;58,25;63,75;64,98
1709,650;63,32;64,23;56,94;1709,650;58,26;63,75;64,98
1709,700;63,31;64,23;56,94;1709,700;58,26;63,75;64,98
1709,750;63,32;64,23;56,94;1709,750;58,26;63,75;64,98
1709,800;63,31;64,23;56,94;1709,800;58,25;63,75;64,98
1709,850;63,31;64,23;56,94;1709,850;58,25;63,75;64,98
1709,900;63,31;64,23;56,94;1709,900;58,25;63,75;64,97
1709,950;63,31;64,23;56,94;1709,950;58,25;63,75;64,97
1710,000;63,31;64,23;56,94;1710,000;58,25;63,75;64,97
1710,050;63,31;64,23;56,94;1710,050;58,25;63,75;64,98
1710,100;63,31;64,23;56,94;1710,100;58,25;63,75;64,97
1710,150;63,31;64,23;56,93;1710,150;58,25;63,75;64,97
1710,200;63,31;64,22;56,93;1710,200;58,25;63,75;64,97
1710,250;63,31;64,23;56,94;1710,250;58,25;63,75;64,97
1710,300;63,31;64,22;56,94;1710,300;58,25;63,75;64,97
1710,350;63,31;64,22;56,93;1710,350;58,24;63,75;64,97
1710,400;63,31;64,22;56,94;1710,400;58,25;63,75;64,97
1710,450;63,31;64,22;56,93;1710,450;58,25;63,75;64,97
1710,500;63,31;64,22;56,93;1710,500;58,24;63,75;64,97
1710,550;63,31;64,23;56,93;1710,550;58,25;63,75;64,97
1710,600;63,31;64,23;56,93;1710,600;58,25;63,75;64,97
1710,650;63,31;64,22;56,94;1710,650;58,25;63,75;64,97
1710,700;63,31;64,22;56,93;1710,700;58,25;63,75;64,97
1710,750;63,31;64,22;56,93;1710,750;58,24;63,75;64,96
1710,800;63,31;64,22;56,93;1710,800;58,24;63,75;64,96
1710,850;63,31;64,22;56,93;1710,850;58,24;63,75;64,96
1710,900;63,30;64,22;56,93;1710,900;58,24;63,75;64,97
1710,950;63,30;64,22;56,93;1710,950;58,24;63,74;64,96
1711,000;63,31;64,22;56,93;1711,000;58,24;63,74;64,96
1711,050;63,31;64,22;56,93;1711,050;58,24;63,74;64,96
1711,100;63,30;64,22;56,93;1711,100;58,24;63,74;64,96
1711,150;63,30;64,22;56,93;1711,150;58,24;63,74;64,96
1711,200;63,30;64,22;56,93;1711,200;58,24;63,74;64,96
1711,250;63,30;64,22;56,93;1711,250;58,24;63,74;64,96
1711,300;63,30;64,22;56,93;1711,300;58,24;63,74;64,96
1711,350;63,30;64,22;56,92;1711,350;58,24;63,74;64,96
1711,400;63,30;64,22;56,93;1711,400;58,24;63,74;64,96
1711,450;63,30;64,22;56,92;1711,450;58,24;63,74;64,96
1711,500;63,31;64,22;56,92;1711,500;58,24;63,74;64,96
1711,550;63,30;64,21;56,92;1711,550;58,24;63,74;64,96
1711,600;63,30;64,22;56,92;1711,600;58,24;63,74;64,96
1711,650;63,30;64,21;56,92;1711,650;58,24;63,74;64,96
1711,700;63,30;64,21;56,93;1711,700;58,24;63,74;64,96
1711,750;63,30;64,22;56,92;1711,750;58,24;63,74;64,96
1711,800;63,30;64,21;56,92;1711,800;58,24;63,74;64,96
1711,850;63,30;64,21;56,92;1711,850;58,24;63,74;64,96
1711,900;63,30;64,21;56,92;1711,900;58,23;63,74;64,96
1711,950;63,30;64,21;56,92;1711,950;58,23;63,74;64,95
1712,000;63,30;64,21;56,92;1712,000;58,24;63,74;64,95
1712,050;63,30;64,21;56,92;1712,050;58,23;63,74;64,95
1712,100;63,30;64,21;56,92;1712,100;58,23;63,74;64,95
1712,150;63,30;64,21;56,92;1712,150;58,23;63,73;64,95
1712,200;63,29;64,21;56,92;1712,200;58,23;63,73;64,95
1712,250;63,30;64,21;56,92;1712,250;58,23;63,73;64,95
1712,300;63,30;64,21;56,91;1712,300;58,23;63,73;64,95
1712,350;63,29;64,21;56,91;1712,350;58,23;63,73;64,95
1712,400;63,30;64,21;56,92;1712,400;58,23;63,73;64,95
1712,450;63,29;64,21;56,92;1712,450;58,23;63,73;64,95
1712,500;63,29;64,21;56,92;1712,500;58,23;63,73;64,95
1712,550;63,30;64,20;56,91;1712,550;58,23;63,73;64,95
